State,County,Year,Persons
Texas,Jasper,1987,31728
Texas,Jasper,1988,31540
Texas,Jasper,1989,31221
Texas,Jasper,1990,31077
Texas,Jasper,1991,31348
Texas,Jasper,1992,31782
Texas,Jasper,1993,32499
Texas,Jasper,1994,33016
Texas,Jasper,1995,33575
Texas,Jasper,1996,34155
Texas,Jasper,1997,34733
Texas,Jasper,1998,35063
Texas,Jasper,1999,35318
Texas,Jasper,2000,35552
Texas,Jasper,2001,35722
Texas,Jasper,2002,35692
Texas,Jasper,2003,35580
Texas,Jasper,2004,35493
Texas,Jasper,2005,35558
Texas,Jasper,2006,34861
Texas,Jasper,2007,35069
Texas,Jasper,2008,35170
Texas,Jasper,2009,35331
Texas,Jasper,2010,35777
Texas,Jasper,2011,36204
Texas,Jasper,2012,35854
Texas,Jasper,2013,35617
Texas,Jasper,2014,35424
Texas,Jasper,2015,35266
Texas,Jasper,2016,35417
Texas,Jasper,2017,35549
Texas,Jasper,2018,35769
Texas,Jasper,2019,35529
Texas,Jeff Davis,1981,1708
Texas,Jeff Davis,1982,1650
Texas,Jeff Davis,1983,1743
Texas,Jeff Davis,1984,1771
Texas,Jeff Davis,1985,1829
Texas,Jeff Davis,1986,1826
Texas,Jeff Davis,1987,1837
Texas,Jeff Davis,1988,1872
Texas,Jeff Davis,1989,1958
Texas,Jeff Davis,1990,1925
Texas,Jeff Davis,1991,1887
Texas,Jeff Davis,1992,1878
Texas,Jeff Davis,1993,1964
Texas,Jeff Davis,1994,1997
Texas,Jeff Davis,1995,1954
Texas,Jeff Davis,1996,2018
Texas,Jeff Davis,1997,2060
Texas,Jeff Davis,1998,2157
Texas,Jeff Davis,1999,2168
Texas,Jeff Davis,2000,2233
Texas,Jeff Davis,2001,2234
Texas,Jeff Davis,2002,2201
Texas,Jeff Davis,2003,2235
Texas,Jeff Davis,2004,2242
Texas,Jeff Davis,2005,2249
Texas,Jeff Davis,2006,2264
Texas,Jeff Davis,2007,2277
Texas,Jeff Davis,2008,2316
Texas,Jeff Davis,2009,2326
Texas,Jeff Davis,2010,2344
Texas,Jeff Davis,2011,2282
Texas,Jeff Davis,2012,2296
Texas,Jeff Davis,2013,2231
Texas,Jeff Davis,2014,2217
Texas,Jeff Davis,2015,2199
Texas,Jeff Davis,2016,2231
Texas,Jeff Davis,2017,2260
Texas,Jeff Davis,2018,2243
Texas,Jeff Davis,2019,2274
Texas,Jefferson,1981,252245
Texas,Jefferson,1982,256258
Texas,Jefferson,1983,256959
Texas,Jefferson,1984,255996
Texas,Jefferson,1985,252820
Texas,Jefferson,1986,243101
Texas,Jefferson,1987,242690
Texas,Jefferson,1988,239959
Texas,Jefferson,1989,238927
Texas,Jefferson,1990,239593
Texas,Jefferson,1991,242666
Texas,Jefferson,1992,245353
Texas,Jefferson,1993,248403
Texas,Jefferson,1994,248597
Texas,Jefferson,1995,251054
Texas,Jefferson,1996,249817
Texas,Jefferson,1997,250012
Texas,Jefferson,1998,250738
Texas,Jefferson,1999,252288
Texas,Jefferson,2000,251667
Texas,Jefferson,2001,250137
Texas,Jefferson,2002,250146
Texas,Jefferson,2003,250183
Texas,Jefferson,2004,250638
Texas,Jefferson,2005,250849
Texas,Jefferson,2006,245962
Texas,Jefferson,2007,247629
Texas,Jefferson,2008,249430
Texas,Jefferson,2009,251332
Texas,Jefferson,2010,252455
Texas,Jefferson,2011,253494
Texas,Jefferson,2012,251605
Texas,Jefferson,2013,253079
Texas,Jefferson,2014,252897
Texas,Jefferson,2015,255112
Texas,Jefferson,2016,255748
Texas,Jefferson,2017,256041
Texas,Jefferson,2018,253234
Texas,Jefferson,2019,251565
Texas,Jim Hogg,1981,5300
Texas,Jim Hogg,1982,5467
Texas,Jim Hogg,1983,5498
Texas,Jim Hogg,1984,5385
Texas,Jim Hogg,1985,5448
Texas,Jim Hogg,1986,5390
Texas,Jim Hogg,1987,5183
Texas,Jim Hogg,1988,5189
Texas,Jim Hogg,1989,5166
Texas,Jim Hogg,1990,5100
Texas,Jim Hogg,1991,5118
Texas,Jim Hogg,1992,5137
Texas,Jim Hogg,1993,5175
Texas,Jim Hogg,1994,5208
Texas,Jim Hogg,1995,5202
Texas,Jim Hogg,1996,5158
Texas,Jim Hogg,1997,5097
Texas,Jim Hogg,1998,5256
Texas,Jim Hogg,1999,5267
Texas,Jim Hogg,2000,5275
Texas,Jim Hogg,2001,5194
Texas,Jim Hogg,2002,5220
Texas,Jim Hogg,2003,5148
Texas,Jim Hogg,2004,5173
Texas,Jim Hogg,2005,5194
Texas,Jim Hogg,2006,5160
Texas,Jim Hogg,2007,5131
Texas,Jim Hogg,2008,5198
Texas,Jim Hogg,2009,5260
Texas,Jim Hogg,2010,5287
Texas,Jim Hogg,2011,5289
Texas,Jim Hogg,2012,5277
Texas,Jim Hogg,2013,5263
Texas,Jim Hogg,2014,5328
Texas,Jim Hogg,2015,5296
Texas,Jim Hogg,2016,5257
Texas,Jim Hogg,2017,5212
Texas,Jim Hogg,2018,5192
Texas,Jim Hogg,2019,5200
Texas,Jim Wells,1981,37317
Texas,Jim Wells,1982,38677
Texas,Jim Wells,1983,39968
Texas,Jim Wells,1984,40306
Texas,Jim Wells,1985,40388
Texas,Jim Wells,1986,40588
Texas,Jim Wells,1987,39425
Texas,Jim Wells,1988,38679
Texas,Jim Wells,1989,37811
Texas,Jim Wells,1990,37612
Texas,Jim Wells,1991,37877
Texas,Jim Wells,1992,37857
Texas,Jim Wells,1993,38324
Texas,Jim Wells,1994,38547
Texas,Jim Wells,1995,38903
Texas,Jim Wells,1996,38889
Texas,Jim Wells,1997,38921
Texas,Jim Wells,1998,39067
Texas,Jim Wells,1999,39103
Texas,Jim Wells,2000,39361
Texas,Jim Wells,2001,39701
Texas,Jim Wells,2002,39821
Texas,Jim Wells,2003,40008
Texas,Jim Wells,2004,40309
Texas,Jim Wells,2005,40449
Texas,Jim Wells,2006,40393
Texas,Jim Wells,2007,40654
Texas,Jim Wells,2008,40554
Texas,Jim Wells,2009,40633
Texas,Jim Wells,2010,40894
Texas,Jim Wells,2011,41224
Texas,Jim Wells,2012,41651
Texas,Jim Wells,2013,41681
Texas,Jim Wells,2014,41504
Texas,Jim Wells,2015,41523
Texas,Jim Wells,2016,41181
Texas,Jim Wells,2017,40920
Texas,Jim Wells,2018,40756
Texas,Jim Wells,2019,40482
Texas,Johnson,1981,70029
Texas,Johnson,1982,73412
Texas,Johnson,1983,77279
Texas,Johnson,1984,82715
Texas,Johnson,1985,86968
Texas,Johnson,1986,91996
Texas,Johnson,1987,95861
Texas,Johnson,1988,96672
Texas,Johnson,1989,97106
Texas,Johnson,1990,97258
Texas,Johnson,1991,98503
Texas,Johnson,1992,100349
Texas,Johnson,1993,102044
Texas,Johnson,1994,104581
Texas,Johnson,1995,108010
Texas,Johnson,1996,110751
Texas,Johnson,1997,114391
Texas,Johnson,1998,118815
Texas,Johnson,1999,123249
Texas,Johnson,2000,127627
Texas,Johnson,2001,130795
Texas,Johnson,2002,133399
Texas,Johnson,2003,136264
Texas,Johnson,2004,138833
Texas,Johnson,2005,140692
Texas,Johnson,2006,142501
Texas,Johnson,2007,145123
Texas,Johnson,2008,148635
Texas,Johnson,2009,150583
Texas,Johnson,2010,151264
Texas,Johnson,2011,152094
Texas,Johnson,2012,153415
Texas,Johnson,2013,154535
Texas,Johnson,2014,156733
Texas,Johnson,2015,159345
Texas,Johnson,2016,162763
Texas,Johnson,2017,167012
Texas,Johnson,2018,171121
Texas,Johnson,2019,175817
Texas,Jones,1981,17376
Texas,Jones,1982,17693
Texas,Jones,1983,18618
Texas,Jones,1984,18475
Texas,Jones,1985,18257
Texas,Jones,1986,17943
Texas,Jones,1987,17697
Texas,Jones,1988,17224
Texas,Jones,1989,16812
Texas,Jones,1990,16435
Texas,Jones,1991,16355
Texas,Jones,1992,16148
Texas,Jones,1993,18517
Texas,Jones,1994,18930
Texas,Jones,1995,19599
Texas,Jones,1996,20146
Texas,Jones,1997,20288
Texas,Jones,1998,20180
Texas,Jones,1999,20633
Texas,Jones,2000,20754
Texas,Jones,2001,20294
Texas,Jones,2002,20293
Texas,Jones,2003,20355
Texas,Jones,2004,20298
Texas,Jones,2005,20232
Texas,Jones,2006,20242
Texas,Jones,2007,20102
Texas,Jones,2008,20131
Texas,Jones,2009,20093
Texas,Jones,2010,20238
Texas,Jones,2011,20270
Texas,Jones,2012,19870
Texas,Jones,2013,20044
Texas,Jones,2014,19850
Texas,Jones,2015,19966
Texas,Jones,2016,19971
Texas,Jones,2017,19827
Texas,Jones,2018,19866
Texas,Jones,2019,20083
Texas,Karnes,1981,13626
Texas,Karnes,1982,13777
Texas,Karnes,1983,13674
Texas,Karnes,1984,13698
Texas,Karnes,1985,13340
Texas,Karnes,1986,13287
Texas,Karnes,1987,13134
Texas,Karnes,1988,12676
Texas,Karnes,1989,12652
Texas,Karnes,1990,12413
Texas,Karnes,1991,12368
Texas,Karnes,1992,12304
Texas,Karnes,1993,12346
Texas,Karnes,1994,12513
Texas,Karnes,1995,12609
Texas,Karnes,1996,15611
Texas,Karnes,1997,15575
Texas,Karnes,1998,15503
Texas,Karnes,1999,15468
Texas,Karnes,2000,15403
Texas,Karnes,2001,15340
Texas,Karnes,2002,15178
Texas,Karnes,2003,15119
Texas,Karnes,2004,15109
Texas,Karnes,2005,14967
Texas,Karnes,2006,14985
Texas,Karnes,2007,14900
Texas,Karnes,2008,14867
Texas,Karnes,2009,14805
Texas,Karnes,2010,14889
Texas,Karnes,2011,14959
Texas,Karnes,2012,14859
Texas,Karnes,2013,14727
Texas,Karnes,2014,14910
Texas,Karnes,2015,15413
Texas,Karnes,2016,15494
Texas,Karnes,2017,15556
Texas,Karnes,2018,15660
Texas,Karnes,2019,15601
Texas,Kaufman,1981,40139
Texas,Kaufman,1982,41570
Texas,Kaufman,1983,43851
Texas,Kaufman,1984,45138
Texas,Kaufman,1985,46503
Texas,Kaufman,1986,48900
Texas,Kaufman,1987,50548
Texas,Kaufman,1988,51915
Texas,Kaufman,1989,51912
Texas,Kaufman,1990,52457
Texas,Kaufman,1991,53679
Texas,Kaufman,1992,54423
Texas,Kaufman,1993,56136
Texas,Kaufman,1994,58344
Texas,Kaufman,1995,60166
Texas,Kaufman,1996,62129
Texas,Kaufman,1997,64396
Texas,Kaufman,1998,66313
Texas,Kaufman,1999,69008
Texas,Kaufman,2000,72270
Texas,Kaufman,2001,75223
Texas,Kaufman,2002,77693
Texas,Kaufman,2003,81322
Texas,Kaufman,2004,84240
Texas,Kaufman,2005,87388
Texas,Kaufman,2006,91395
Texas,Kaufman,2007,95694
Texas,Kaufman,2008,99285
Texas,Kaufman,2009,101709
Texas,Kaufman,2010,103872
Texas,Kaufman,2011,105199
Texas,Kaufman,2012,106553
Texas,Kaufman,2013,108248
Texas,Kaufman,2014,110872
Texas,Kaufman,2015,114055
Texas,Kaufman,2016,117904
Texas,Kaufman,2017,122628
Texas,Kaufman,2018,128279
Texas,Kaufman,2019,136154
Texas,Kendall,1981,11064
Texas,Kendall,1982,11390
Texas,Kendall,1983,11652
Texas,Kendall,1984,12293
Texas,Kendall,1985,12516
Texas,Kendall,1986,13162
Texas,Kendall,1987,13493
Texas,Kendall,1988,14108
Texas,Kendall,1989,14459
Texas,Kendall,1990,14696
Texas,Kendall,1991,15358
Texas,Kendall,1992,16060
Texas,Kendall,1993,17230
Texas,Kendall,1994,18939
Texas,Kendall,1995,19903
Texas,Kendall,1996,20473
Texas,Kendall,1997,21256
Texas,Kendall,1998,22220
Texas,Kendall,1999,22967
Texas,Kendall,2000,23980
Texas,Kendall,2001,24433
Texas,Kendall,2002,24975
Texas,Kendall,2003,25892
Texas,Kendall,2004,26650
Texas,Kendall,2005,27849
Texas,Kendall,2006,29134
Texas,Kendall,2007,30330
Texas,Kendall,2008,31754
Texas,Kendall,2009,32655
Texas,Kendall,2010,33589
Texas,Kendall,2011,34421
Texas,Kendall,2012,35551
Texas,Kendall,2013,37133
Texas,Kendall,2014,38363
Texas,Kendall,2015,39938
Texas,Kendall,2016,41903
Texas,Kendall,2017,43969
Texas,Kendall,2018,45603
Texas,Kendall,2019,47431
Texas,Kenedy,1981,518
Texas,Kenedy,1982,514
Texas,Kenedy,1983,475
Texas,Kenedy,1984,558
Texas,Kenedy,1985,570
Texas,Kenedy,1986,552
Texas,Kenedy,1987,508
Texas,Kenedy,1988,505
Texas,Kenedy,1989,492
Texas,Kenedy,1990,454
Texas,Kenedy,1991,427
Texas,Kenedy,1992,432
Texas,Kenedy,1993,428
Texas,Kenedy,1994,413
Texas,Kenedy,1995,420
Texas,Kenedy,1996,415
Texas,Kenedy,1997,411
Texas,Kenedy,1998,427
Texas,Kenedy,1999,412
Texas,Kenedy,2000,420
Texas,Kenedy,2001,421
Texas,Kenedy,2002,429
Texas,Kenedy,2003,428
Texas,Kenedy,2004,440
Texas,Kenedy,2005,457
Texas,Kenedy,2006,426
Texas,Kenedy,2007,415
Texas,Kenedy,2008,410
Texas,Kenedy,2009,403
Texas,Kenedy,2010,417
Texas,Kenedy,2011,438
Texas,Kenedy,2012,447
Texas,Kenedy,2013,438
Texas,Kenedy,2014,437
Texas,Kenedy,2015,441
Texas,Kenedy,2016,436
Texas,Kenedy,2017,427
Texas,Kenedy,2018,437
Texas,Kenedy,2019,404
Texas,Kent,1981,1125
Texas,Kent,1982,1177
Texas,Kent,1983,1114
Texas,Kent,1984,1210
Texas,Kent,1985,1133
Texas,Kent,1986,1097
Texas,Kent,1987,1091
Texas,Kent,1988,1036
Texas,Kent,1989,1006
Texas,Kent,1990,1009
Texas,Kent,1991,992
Texas,Kent,1992,978
Texas,Kent,1993,965
Texas,Kent,1994,957
Texas,Kent,1995,904
Texas,Kent,1996,881
Texas,Kent,1997,891
Texas,Kent,1998,902
Texas,Kent,1999,880
Texas,Kent,2000,833
Texas,Kent,2001,808
Texas,Kent,2002,815
Texas,Kent,2003,795
Texas,Kent,2004,791
Texas,Kent,2005,784
Texas,Kent,2006,770
Texas,Kent,2007,788
Texas,Kent,2008,787
Texas,Kent,2009,793
Texas,Kent,2010,812
Texas,Kent,2011,813
Texas,Kent,2012,825
Texas,Kent,2013,782
Texas,Kent,2014,748
Texas,Kent,2015,747
Texas,Kent,2016,748
Texas,Kent,2017,759
Texas,Kent,2018,726
Texas,Kent,2019,762
Texas,Kerr,1981,29433
Texas,Kerr,1982,30292
Texas,Kerr,1983,31571
Texas,Kerr,1984,33084
Texas,Kerr,1985,34592
Texas,Kerr,1986,35631
Texas,Kerr,1987,35556
Texas,Kerr,1988,36111
Texas,Kerr,1989,36241
Texas,Kerr,1990,36359
Texas,Kerr,1991,36754
Texas,Kerr,1992,37703
Texas,Kerr,1993,38277
Texas,Kerr,1994,39241
Texas,Kerr,1995,40307
Texas,Kerr,1996,41414
Texas,Kerr,1997,42006
Texas,Kerr,1998,42822
Texas,Kerr,1999,43200
Texas,Kerr,2000,43848
Texas,Kerr,2001,44331
Texas,Kerr,2002,44894
Texas,Kerr,2003,45278
Texas,Kerr,2004,46054
Texas,Kerr,2005,46809
Texas,Kerr,2006,47840
Texas,Kerr,2007,48352
Texas,Kerr,2008,48852
Texas,Kerr,2009,49427
Texas,Kerr,2010,49643
Texas,Kerr,2011,49641
Texas,Kerr,2012,49719
Texas,Kerr,2013,49787
Texas,Kerr,2014,50343
Texas,Kerr,2015,50880
Texas,Kerr,2016,51426
Texas,Kerr,2017,51892
Texas,Kerr,2018,52415
Texas,Kerr,2019,52600
Texas,Kimble,1981,4175
Texas,Kimble,1982,4171
Texas,Kimble,1983,4252
Texas,Kimble,1984,4225
Texas,Kimble,1985,4166
Texas,Kimble,1986,4254
Texas,Kimble,1987,4196
Texas,Kimble,1988,4241
Texas,Kimble,1989,4129
Texas,Kimble,1990,4118
Texas,Kimble,1991,4155
Texas,Kimble,1992,4159
Texas,Kimble,1993,4293
Texas,Kimble,1994,4244
Texas,Kimble,1995,4231
Texas,Kimble,1996,4336
Texas,Kimble,1997,4310
Texas,Kimble,1998,4305
Texas,Kimble,1999,4412
Texas,Kimble,2000,4484
Texas,Kimble,2001,4494
Texas,Kimble,2002,4521
Texas,Kimble,2003,4510
Texas,Kimble,2004,4562
Texas,Kimble,2005,4609
Texas,Kimble,2006,4578
Texas,Kimble,2007,4518
Texas,Kimble,2008,4520
Texas,Kimble,2009,4623
Texas,Kimble,2010,4601
Texas,Kimble,2011,4594
Texas,Kimble,2012,4525
Texas,Kimble,2013,4461
Texas,Kimble,2014,4464
Texas,Kimble,2015,4391
Texas,Kimble,2016,4413
Texas,Kimble,2017,4385
Texas,Kimble,2018,4338
Texas,Kimble,2019,4337
Texas,King,1981,427
Texas,King,1982,420
Texas,King,1983,379
Texas,King,1984,395
Texas,King,1985,387
Texas,King,1986,406
Texas,King,1987,373
Texas,King,1988,382
Texas,King,1989,365
Texas,King,1990,354
Texas,King,1991,331
Texas,King,1992,346
Texas,King,1993,342
Texas,King,1994,363
Texas,King,1995,335
Texas,King,1996,358
Texas,King,1997,373
Texas,King,1998,389
Texas,King,1999,346
Texas,King,2000,358
Texas,King,2001,313
Texas,King,2002,308
Texas,King,2003,311
Texas,King,2004,316
Texas,King,2005,289
Texas,King,2006,285
Texas,King,2007,284
Texas,King,2008,272
Texas,King,2009,279
Texas,King,2010,288
Texas,King,2011,258
Texas,King,2012,270
Texas,King,2013,273
Texas,King,2014,263
Texas,King,2015,282
Texas,King,2016,292
Texas,King,2017,289
Texas,King,2018,276
Texas,King,2019,272
Texas,Kinney,1981,2403
Texas,Kinney,1982,2408
Texas,Kinney,1983,2476
Texas,Kinney,1984,2669
Texas,Kinney,1985,2706
Texas,Kinney,1986,2850
Texas,Kinney,1987,2933
Texas,Kinney,1988,2874
Texas,Kinney,1989,3037
Texas,Kinney,1990,3130
Texas,Kinney,1991,3118
Texas,Kinney,1992,3159
Texas,Kinney,1993,3118
Texas,Kinney,1994,3248
Texas,Kinney,1995,3293
Texas,Kinney,1996,3340
Texas,Kinney,1997,3313
Texas,Kinney,1998,3419
Texas,Kinney,1999,3395
Texas,Kinney,2000,3387
Texas,Kinney,2001,3419
Texas,Kinney,2002,3463
Texas,Kinney,2003,3394
Texas,Kinney,2004,3395
Texas,Kinney,2005,3449
Texas,Kinney,2006,3488
Texas,Kinney,2007,3546
Texas,Kinney,2008,3507
Texas,Kinney,2009,3568
Texas,Kinney,2010,3590
Texas,Kinney,2011,3607
Texas,Kinney,2012,3639
Texas,Kinney,2013,3632
Texas,Kinney,2014,3554
Texas,Kinney,2015,3589
Texas,Kinney,2016,3636
Texas,Kinney,2017,3711
Texas,Kinney,2018,3692
Texas,Kinney,2019,3667
Texas,Kleberg,1981,34015
Texas,Kleberg,1982,34743
Texas,Kleberg,1983,34873
Texas,Kleberg,1984,34975
Texas,Kleberg,1985,33998
Texas,Kleberg,1986,32850
Texas,Kleberg,1987,31906
Texas,Kleberg,1988,31351
Texas,Kleberg,1989,30954
Texas,Kleberg,1990,30118
Texas,Kleberg,1991,30206
Texas,Kleberg,1992,30770
Texas,Kleberg,1993,31220
Texas,Kleberg,1994,31344
Texas,Kleberg,1995,31195
Texas,Kleberg,1996,31438
Texas,Kleberg,1997,31569
Texas,Kleberg,1998,31743
Texas,Kleberg,1999,31497
Texas,Kleberg,2000,31590
Texas,Kleberg,2001,31315
Texas,Kleberg,2002,31413
Texas,Kleberg,2003,31339
Texas,Kleberg,2004,31362
Texas,Kleberg,2005,31242
Texas,Kleberg,2006,31149
Texas,Kleberg,2007,31370
Texas,Kleberg,2008,31555
Texas,Kleberg,2009,31876
Texas,Kleberg,2010,32037
Texas,Kleberg,2011,32029
Texas,Kleberg,2012,32097
Texas,Kleberg,2013,32021
Texas,Kleberg,2014,31891
Texas,Kleberg,2015,31413
Texas,Kleberg,2016,31304
Texas,Kleberg,2017,30752
Texas,Kleberg,2018,30722
Texas,Kleberg,2019,30680
Texas,Knox,1981,5355
Texas,Knox,1982,5617
Texas,Knox,1983,5554
Texas,Knox,1984,5625
Texas,Knox,1985,5443
Texas,Knox,1986,5347
Texas,Knox,1987,5141
Texas,Knox,1988,5009
Texas,Knox,1989,4806
Texas,Knox,1990,4849
Texas,Knox,1991,4787
Texas,Knox,1992,4810
Texas,Knox,1993,4730
Texas,Knox,1994,4652
Texas,Knox,1995,4630
Texas,Knox,1996,4450
Texas,Knox,1997,4366
Texas,Knox,1998,4303
Texas,Knox,1999,4248
Texas,Knox,2000,4253
Texas,Knox,2001,4070
Texas,Knox,2002,4044
Texas,Knox,2003,4018
Texas,Knox,2004,3940
Texas,Knox,2005,3822
Texas,Knox,2006,3788
Texas,Knox,2007,3721
Texas,Knox,2008,3650
Texas,Knox,2009,3647
Texas,Knox,2010,3723
Texas,Knox,2011,3722
Texas,Knox,2012,3730
Texas,Knox,2013,3722
Texas,Knox,2014,3801
Texas,Knox,2015,3792
Texas,Knox,2016,3732
Texas,Knox,2017,3674
Texas,Knox,2018,3662
Texas,Knox,2019,3664
Texas,La Salle,1981,5668
Texas,La Salle,1982,5926
Texas,La Salle,1983,5972
Texas,La Salle,1984,5968
Texas,La Salle,1985,5789
Texas,La Salle,1986,5635
Texas,La Salle,1987,5361
Texas,La Salle,1988,5296
Texas,La Salle,1989,5175
Texas,La Salle,1990,5272
Texas,La Salle,1991,5380
Texas,La Salle,1992,5351
Texas,La Salle,1993,5913
Texas,La Salle,1994,5864
Texas,La Salle,1995,5907
Texas,La Salle,1996,5903
Texas,La Salle,1997,5877
Texas,La Salle,1998,5864
Texas,La Salle,1999,5829
Texas,La Salle,2000,5898
Texas,La Salle,2001,5934
Texas,La Salle,2002,6098
Texas,La Salle,2003,6169
Texas,La Salle,2004,6322
Texas,La Salle,2005,6542
Texas,La Salle,2006,6549
Texas,La Salle,2007,6675
Texas,La Salle,2008,6653
Texas,La Salle,2009,6771
Texas,La Salle,2010,6913
Texas,La Salle,2011,7002
Texas,La Salle,2012,7157
Texas,La Salle,2013,7444
Texas,La Salle,2014,7481
Texas,La Salle,2015,7637
Texas,La Salle,2016,7596
Texas,La Salle,2017,7530
Texas,La Salle,2018,7493
Texas,La Salle,2019,7520
Texas,Lamar,1981,42490
Texas,Lamar,1982,42676
Texas,Lamar,1983,43390
Texas,Lamar,1984,43651
Texas,Lamar,1985,43441
Texas,Lamar,1986,43725
Texas,Lamar,1987,43582
Texas,Lamar,1988,43565
Texas,Lamar,1989,44046
Texas,Lamar,1990,44034
Texas,Lamar,1991,44312
Texas,Lamar,1992,44739
Texas,Lamar,1993,45613
Texas,Lamar,1994,45611
Texas,Lamar,1995,46084
Texas,Lamar,1996,46705
Texas,Lamar,1997,47193
Texas,Lamar,1998,47602
Texas,Lamar,1999,48013
Texas,Lamar,2000,48596
Texas,Lamar,2001,48522
Texas,Lamar,2002,48826
Texas,Lamar,2003,49159
Texas,Lamar,2004,49233
Texas,Lamar,2005,49344
Texas,Lamar,2006,49386
Texas,Lamar,2007,49387
Texas,Lamar,2008,49467
Texas,Lamar,2009,49600
Texas,Lamar,2010,49820
Texas,Lamar,2011,49861
Texas,Lamar,2012,49656
Texas,Lamar,2013,49092
Texas,Lamar,2014,49411
Texas,Lamar,2015,49373
Texas,Lamar,2016,49528
Texas,Lamar,2017,49568
Texas,Lamar,2018,49729
Texas,Lamar,2019,49859
Texas,Lamb,1981,18666
Texas,Lamb,1982,18661
Texas,Lamb,1983,17948
Texas,Lamb,1984,17730
Texas,Lamb,1985,17150
Texas,Lamb,1986,16561
Texas,Lamb,1987,15925
Texas,Lamb,1988,15695
Texas,Lamb,1989,15488
Texas,Lamb,1990,15010
Texas,Lamb,1991,14888
Texas,Lamb,1992,14782
Texas,Lamb,1993,14713
Texas,Lamb,1994,14814
Texas,Lamb,1995,14819
Texas,Lamb,1996,14862
Texas,Lamb,1997,14827
Texas,Lamb,1998,14728
Texas,Lamb,1999,14749
Texas,Lamb,2000,14663
Texas,Lamb,2001,14566
Texas,Lamb,2002,14658
Texas,Lamb,2003,14675
Texas,Lamb,2004,14584
Texas,Lamb,2005,14583
Texas,Lamb,2006,14338
Texas,Lamb,2007,14270
Texas,Lamb,2008,14036
Texas,Lamb,2009,13791
Texas,Lamb,2010,13993
Texas,Lamb,2011,14059
Texas,Lamb,2012,13863
Texas,Lamb,2013,13663
Texas,Lamb,2014,13484
Texas,Lamb,2015,13259
Texas,Lamb,2016,13195
Texas,Lamb,2017,13165
Texas,Lamb,2018,13103
Texas,Lamb,2019,12893
Texas,Lampasas,1981,11908
Texas,Lampasas,1982,12499
Texas,Lampasas,1983,12651
Texas,Lampasas,1984,12920
Texas,Lampasas,1985,13013
Texas,Lampasas,1986,13256
Texas,Lampasas,1987,13359
Texas,Lampasas,1988,13377
Texas,Lampasas,1989,13603
Texas,Lampasas,1990,13520
Texas,Lampasas,1991,13451
Texas,Lampasas,1992,13612
Texas,Lampasas,1993,14305
Texas,Lampasas,1994,15106
Texas,Lampasas,1995,16319
Texas,Lampasas,1996,16926
Texas,Lampasas,1997,17260
Texas,Lampasas,1998,17435
Texas,Lampasas,1999,17323
Texas,Lampasas,2000,17900
Texas,Lampasas,2001,18027
Texas,Lampasas,2002,18425
Texas,Lampasas,2003,18579
Texas,Lampasas,2004,19664
Texas,Lampasas,2005,18906
Texas,Lampasas,2006,19472
Texas,Lampasas,2007,19728
Texas,Lampasas,2008,19812
Texas,Lampasas,2009,19652
Texas,Lampasas,2010,19762
Texas,Lampasas,2011,19924
Texas,Lampasas,2012,20054
Texas,Lampasas,2013,20142
Texas,Lampasas,2014,20106
Texas,Lampasas,2015,20362
Texas,Lampasas,2016,20524
Texas,Lampasas,2017,20861
Texas,Lampasas,2018,21134
Texas,Lampasas,2019,21428
Texas,Lavaca,1981,19176
Texas,Lavaca,1982,19578
Texas,Lavaca,1983,19489
Texas,Lavaca,1984,19543
Texas,Lavaca,1985,19523
Texas,Lavaca,1986,19540
Texas,Lavaca,1987,19043
Texas,Lavaca,1988,19247
Texas,Lavaca,1989,18999
Texas,Lavaca,1990,18640
Texas,Lavaca,1991,18753
Texas,Lavaca,1992,18610
Texas,Lavaca,1993,18698
Texas,Lavaca,1994,18793
Texas,Lavaca,1995,18850
Texas,Lavaca,1996,18929
Texas,Lavaca,1997,18948
Texas,Lavaca,1998,19067
Texas,Lavaca,1999,19159
Texas,Lavaca,2000,19190
Texas,Lavaca,2001,18958
Texas,Lavaca,2002,19101
Texas,Lavaca,2003,19152
Texas,Lavaca,2004,19130
Texas,Lavaca,2005,19185
Texas,Lavaca,2006,19181
Texas,Lavaca,2007,19238
Texas,Lavaca,2008,19185
Texas,Lavaca,2009,19226
Texas,Lavaca,2010,19256
Texas,Lavaca,2011,19311
Texas,Lavaca,2012,19528
Texas,Lavaca,2013,19631
Texas,Lavaca,2014,19779
Texas,Lavaca,2015,19919
Texas,Lavaca,2016,19891
Texas,Lavaca,2017,20028
Texas,Lavaca,2018,20114
Texas,Lavaca,2019,20154
Texas,Lee,1981,12392
Texas,Lee,1982,14048
Texas,Lee,1983,13819
Texas,Lee,1984,13939
Texas,Lee,1985,14082
Texas,Lee,1986,14382
Texas,Lee,1987,13996
Texas,Lee,1988,13530
Texas,Lee,1989,13045
Texas,Lee,1990,12811
Texas,Lee,1991,12899
Texas,Lee,1992,13103
Texas,Lee,1993,13558
Texas,Lee,1994,13944
Texas,Lee,1995,14237
Texas,Lee,1996,14653
Texas,Lee,1997,15058
Texas,Lee,1998,15329
Texas,Lee,1999,15436
Texas,Lee,2000,15701
Texas,Lee,2001,16008
Texas,Lee,2002,16131
Texas,Lee,2003,16234
Texas,Lee,2004,16220
Texas,Lee,2005,16330
Texas,Lee,2006,16348
Texas,Lee,2007,16421
Texas,Lee,2008,16550
Texas,Lee,2009,16565
