Year,Source Type,UseType,County,Estimated,Volume,RelatedtoCOG
2001,Groundwater,Livestock,KENT,Yes,14337445,No
2000,Groundwater,Livestock,MITCHELL,Yes,14337444,No
2003,Groundwater,Domestic,UPTON,Yes,14337444,No
2007,Groundwater,Domestic,REAGAN,Yes,14337444,No
2008,Groundwater,Mining,CONCHO,Yes,14337444,Yes
2008,Groundwater,Mining,SCHLEICHER,Yes,14337444,Yes
2010,Groundwater,Domestic,MOTLEY,Yes,14337444,No
2015,Groundwater,Mining,YOAKUM,Yes,14337444,Yes
2016,Groundwater,Mining,COCHRAN,Yes,14337444,Yes
2016,Groundwater,Mining,HOCKLEY,Yes,14337444,Yes
2016,Groundwater,Mining,SCURRY,Yes,14337444,Yes
2004,Surface,Livestock,CROSBY,Yes,14337444,No
2005,Surface,Livestock,KING,Yes,14337444,No
2007,Surface,Livestock,IRION,Yes,14337444,No
2008,Surface,Mining,CROCKETT,Yes,14337444,Yes
2010,Surface,Livestock,MARTIN,Yes,14337444,No
2013,Surface,Livestock,CROSBY,Yes,14337444,No
2012,Reuse,Mining,SCHLEICHER,Yes,14337444,Yes
2013,Reuse,Mining,BORDEN,Yes,14337444,Yes
2014,Reuse,Mining,BORDEN,Yes,14337444,Yes
2018,Groundwater,Livestock,GARZA,Yes,14337444,No
2018,Groundwater,Livestock,LOVING,Yes,14337444,No
2018,Groundwater,Domestic,CROSBY,Yes,14337444,No
2017,Surface Water,Livestock,MENARD,Yes,14337444,No
2015,Surface Water,Livestock,MENARD,Yes,14337444,No
2013,Surface Water,Livestock,MENARD,Yes,14337444,No
2008,Groundwater,Domestic,UPTON,Yes,14337443,No
2016,Groundwater,Livestock,DAWSON,Yes,14337443,No
2005,Groundwater,Livestock,GARZA,Yes,14011594,No
2017,Groundwater,Livestock,GARZA,Yes,14011594,No
2005,Groundwater,Domestic,UPTON,Yes,14011593,No
2012,Groundwater,Mining,REEVES,Yes,14011593,Yes
2014,Groundwater,Domestic,BORDEN,Yes,14011593,No
2014,Groundwater,Livestock,DAWSON,Yes,14011593,No
2015,Groundwater,Irrigation,EDWARDS,Yes,14011593,No
2015,Groundwater,Livestock,DAWSON,Yes,14011593,No
2016,Groundwater,Domestic,FLOYD,Yes,14011593,No
2016,Groundwater,Domestic,WARD,Yes,14011593,No
2017,Groundwater,Livestock,LOVING,Yes,14011593,No
2002,Surface,Livestock,REAL,Yes,14011593,No
2008,Surface,Mining,IRION,Yes,14011593,Yes
2013,Surface,Livestock,DICKENS,Yes,14011593,No
2015,Surface,Livestock,TERRY,Yes,14011593,No
2015,Reuse,Mining,GAINES,Yes,14011593,Yes
2014,Surface Water,Livestock,MENARD,Yes,14011593,No
2017,Groundwater,Domestic,WARD,Yes,13685743,No
2001,Groundwater,Livestock,MITCHELL,Yes,13685742,No
2001,Groundwater,Livestock,MOTLEY,Yes,13685742,No
2003,Groundwater,Livestock,STONEWALL,Yes,13685742,No
2004,Groundwater,Domestic,UPTON,Yes,13685742,No
2006,Groundwater,Domestic,MOTLEY,Yes,13685742,No
2000,Surface,Livestock,REAGAN,Yes,13685742,No
2000,Surface,Livestock,REEVES,Yes,13685742,No
2008,Groundwater,Mining,CULBERSON,Yes,13685742,Yes
2013,Groundwater,Mining,FISHER,Yes,13685742,Yes
2014,Groundwater,Mining,COCHRAN,Yes,13685742,Yes
2016,Groundwater,Domestic,NOLAN,Yes,13685742,No
2016,Groundwater,Domestic,SUTTON,Yes,13685742,No
2017,Groundwater,Domestic,NOLAN,Yes,13685742,No
2001,Surface,Livestock,REAL,Yes,13685742,No
2001,Surface,Livestock,MARTIN,Yes,13685742,No
2001,Surface,Irrigation,DICKENS,Yes,13685742,No
2002,Surface,Livestock,LYNN,Yes,13685742,No
2005,Surface,Livestock,PECOS,Yes,13685742,No
2005,Surface,Livestock,IRION,Yes,13685742,No
2006,Surface,Livestock,KING,Yes,13685742,No
2008,Surface,Mining,GARZA,Yes,13685742,Yes
2009,Surface,Livestock,KINNEY,Yes,13685742,No
2009,Surface,Livestock,KINNEY,Yes,13685742,No
2012,Surface,Livestock,IRION,Yes,13685742,No
2011,Reuse,Mining,LOVING,Yes,13685742,Yes
2018,Surface Water,Livestock,TERRY,Yes,13685742,No
2004,Groundwater,Livestock,STONEWALL,Yes,13685741,No
2009,Groundwater,Domestic,MOTLEY,Yes,13359892,No
2000,Groundwater,Livestock,MOTLEY,Yes,13359891,No
2001,Groundwater,Livestock,COKE,Yes,13359891,No
2002,Groundwater,Livestock,KENT,Yes,13359891,No
2002,Groundwater,Livestock,MOTLEY,Yes,13359891,No
2006,Groundwater,Domestic,KING,Yes,13359891,No
2008,Groundwater,Mining,LYNN,Yes,13359891,Yes
2009,Groundwater,Livestock,LOVING,Yes,13359891,No
2012,Groundwater,Livestock,GARZA,Yes,13359891,No
2016,Groundwater,Domestic,REAGAN,Yes,13359891,No
2002,Surface,Livestock,UPTON,Yes,13359891,No
2006,Surface,Livestock,GAINES,Yes,13359891,No
2008,Surface,Livestock,PECOS,Yes,13359891,No
2010,Surface,Livestock,FLOYD,Yes,13359891,No
2016,Surface,Livestock,NOLAN,Yes,13359891,No
2012,Reuse,Irrigation,NOLAN,Yes,13359891,No
2014,Groundwater,Domestic,DICKENS,Yes,13359890,No
2006,Groundwater,Domestic,KENT,Yes,13034040,No
2000,Surface,Livestock,GLASSCOCK,Yes,13034040,No
2017,Groundwater,Domestic,BORDEN,Yes,13034040,No
2001,Surface,Livestock,GLASSCOCK,Yes,13034040,No
2002,Surface,Livestock,ECTOR,Yes,13034040,No
2002,Surface,Livestock,ECTOR,Yes,13034040,No
2010,Surface,Livestock,DICKENS,Yes,13034040,No
2010,Surface,Mining,TERRELL,Yes,13034040,Yes
2013,Surface,Livestock,NOLAN,Yes,13034040,No
2014,Surface,Livestock,NOLAN,Yes,13034040,No
2014,Surface,Livestock,TERRY,Yes,13034040,No
2015,Surface,Livestock,IRION,Yes,13034040,No
2015,Surface,Livestock,NOLAN,Yes,13034040,No
2016,Surface,Livestock,IRION,Yes,13034040,No
2018,Surface Water,Livestock,REAGAN,Yes,13034040,No
2018,Groundwater,Livestock,REAL,Yes,13034040,No
2018,Groundwater,Mining,JEFF DAVIS,Yes,13034040,Yes
2014,Groundwater,Domestic,STONEWALL,Yes,12708190,No
2014,Groundwater,Livestock,BORDEN,Yes,12708190,No
2016,Groundwater,Livestock,BORDEN,Yes,12708190,No
2000,Groundwater,Domestic,KENT,Yes,12708189,No
2000,Groundwater,Domestic,MOTLEY,Yes,12708189,No
2001,Groundwater,Domestic,KENT,Yes,12708189,No
2001,Groundwater,Domestic,MOTLEY,Yes,12708189,No
2002,Groundwater,Domestic,KENT,Yes,12708189,No
2002,Groundwater,Domestic,MOTLEY,Yes,12708189,No
2007,Groundwater,Domestic,UPTON,Yes,12708189,No
2012,Groundwater,Domestic,KENT,Yes,12708189,No
2013,Groundwater,Domestic,UPTON,Yes,12708189,No
2015,Groundwater,Domestic,BORDEN,Yes,12708189,No
2015,Groundwater,Domestic,WARD,Yes,12708189,No
2003,Surface,Livestock,COCHRAN,Yes,12708189,No
2003,Surface,Livestock,PECOS,Yes,12708189,No
2004,Surface,Livestock,IRION,Yes,12708189,No
2004,Surface,Livestock,PECOS,Yes,12708189,No
2004,Surface,Livestock,COCHRAN,Yes,12708189,No
2006,Surface,Livestock,MARTIN,Yes,12708189,No
2006,Surface,Livestock,GLASSCOCK,Yes,12708189,No
2009,Surface,Mining,HALE,Yes,12708189,Yes
2010,Surface,Mining,DAWSON,Yes,12708189,Yes
2011,Surface,Livestock,HOWARD,Yes,12708189,No
2011,Surface,Livestock,DICKENS,Yes,12708189,No
2011,Surface,Livestock,HOCKLEY,Yes,12708189,No
2014,Surface,Livestock,IRION,Yes,12708189,No
2017,Surface,Livestock,NOLAN,Yes,12708189,No
2017,Surface,Livestock,TERRY,Yes,12708189,No
2018,Groundwater,Domestic,SCHLEICHER,Yes,12708189,No
2018,Reuse,Mining,COCHRAN,Yes,12708189,Yes
2012,Surface Water,Livestock,MENARD,Yes,12708189,No
2013,Groundwater,Livestock,BORDEN,Yes,12382339,No
2015,Groundwater,Livestock,BORDEN,Yes,12382339,No
2000,Groundwater,Livestock,KING,Yes,12382338,No
2005,Groundwater,Domestic,MOTLEY,Yes,12382338,No
2000,Surface,Livestock,KINNEY,Yes,12382338,No
2008,Groundwater,Domestic,KING,Yes,12382338,No
2008,Groundwater,Domestic,MOTLEY,Yes,12382338,No
2011,Groundwater,Domestic,KENT,Yes,12382338,No
2013,Groundwater,Mining,SCURRY,Yes,12382338,Yes
2013,Groundwater,Domestic,STERLING,Yes,12382338,No
2017,Groundwater,Livestock,REAL,Yes,12382338,No
2001,Surface,Livestock,REEVES,Yes,12382338,No
2002,Surface,Livestock,REEVES,Yes,12382338,No
2003,Surface,Livestock,REAL,Yes,12382338,No
2003,Surface,Livestock,IRION,Yes,12382338,No
2004,Surface,Livestock,HOWARD,Yes,12382338,No
2004,Surface,Livestock,MIDLAND,Yes,12382338,No
2006,Surface,Livestock,COCHRAN,Yes,12382338,No
2007,Surface,Livestock,MARTIN,Yes,12382338,No
2007,Surface,Livestock,KING,Yes,12382338,No
2009,Surface,Livestock,PECOS,Yes,12382338,No
2010,Surface,Livestock,KING,Yes,12382338,No
2011,Surface,Livestock,KING,Yes,12382338,No
2011,Surface,Livestock,GLASSCOCK,Yes,12382338,No
2013,Surface,Livestock,IRION,Yes,12382338,No
2013,Surface,Livestock,TERRY,Yes,12382338,No
2015,Surface,Irrigation,EDWARDS,Yes,12382338,No
2012,Reuse,Irrigation,WARD,Yes,12382338,No
2018,Surface Water,Irrigation,EDWARDS,Yes,12382338,No
2008,Groundwater,Livestock,LOVING,Yes,12382337,No
2015,Groundwater,Domestic,FLOYD,Yes,12382337,No
2000,Groundwater,Domestic,KING,Yes,12056487,No
2000,Groundwater,Livestock,COKE,Yes,12056487,No
2003,Groundwater,Domestic,KENT,Yes,12056487,No
2003,Groundwater,Domestic,MOTLEY,Yes,12056487,No
2004,Groundwater,Livestock,MOTLEY,Yes,12056487,No
2005,Groundwater,Domestic,KENT,Yes,12056487,No
2008,Groundwater,Domestic,KENT,Yes,12056487,No
2010,Groundwater,Mining,VAL VERDE,Yes,12056487,Yes
2010,Groundwater,Domestic,TERRELL,Yes,12056487,No
2012,Groundwater,Mining,CULBERSON,Yes,12056487,Yes
2013,Groundwater,Domestic,CULBERSON,Yes,12056487,No
2014,Groundwater,Domestic,STERLING,Yes,12056487,No
2015,Groundwater,Mining,SCHLEICHER,Yes,12056487,Yes
2016,Groundwater,Domestic,STERLING,Yes,12056487,No
2002,Surface,Livestock,MARTIN,Yes,12056487,No
2002,Surface,Livestock,ANDREWS,Yes,12056487,No
2003,Surface,Livestock,HOWARD,Yes,12056487,No
2003,Surface,Irrigation,COKE,Yes,12056487,No
2004,Surface,Irrigation,COKE,Yes,12056487,No
2005,Surface,Irrigation,COKE,Yes,12056487,No
2006,Surface,Livestock,KENT,Yes,12056487,No
2007,Surface,Livestock,PECOS,Yes,12056487,No
2009,Surface,Irrigation,HALE,Yes,12056487,No
2009,Surface,Mining,STONEWALL,Yes,12056487,Yes
2010,Surface,Livestock,HOWARD,Yes,12056487,No
2010,Surface,Livestock,PECOS,Yes,12056487,No
2010,Surface,Mining,CRANE,Yes,12056487,Yes
2010,Surface,Mining,STERLING,Yes,12056487,Yes
2011,Surface,Livestock,PECOS,Yes,12056487,No
2017,Reuse,Irrigation,HOCKLEY,Yes,12056487,No
2018,Reuse,Irrigation,HOCKLEY,Yes,12056487,No
2015,Groundwater,Domestic,KINNEY,Yes,11730637,No
2001,Groundwater,Domestic,KING,Yes,11730636,No
2001,Groundwater,Domestic,STERLING,Yes,11730636,No
2002,Groundwater,Livestock,COCHRAN,Yes,11730636,No
2003,Groundwater,Domestic,KING,Yes,11730636,No
2007,Groundwater,Domestic,MOTLEY,Yes,11730636,No
2011,Groundwater,Domestic,TERRELL,Yes,11730636,No
2016,Groundwater,Domestic,BORDEN,Yes,11730636,No
2002,Surface,Livestock,GLASSCOCK,Yes,11730636,No
2003,Surface,Livestock,MIDLAND,Yes,11730636,No
2004,Surface,Livestock,REAL,Yes,11730636,No
2008,Surface,Livestock,KINNEY,Yes,11730636,No
2008,Surface,Livestock,KINNEY,Yes,11730636,No
2009,Surface,Mining,LOVING,Yes,11730636,Yes
2010,Surface,Mining,WINKLER,Yes,11730636,Yes
2017,Surface,Livestock,REAGAN,Yes,11730636,No
2017,Reuse,Irrigation,FLOYD,Yes,11730636,No
2003,Groundwater,Livestock,MOTLEY,Yes,11730635,No
2004,Groundwater,Domestic,MOTLEY,Yes,11730635,No
2000,Groundwater,Domestic,COTTLE,Yes,11404785,No
2000,Groundwater,Domestic,STERLING,Yes,11404785,No
2002,Groundwater,Domestic,KING,Yes,11404785,No
2002,Groundwater,Livestock,COKE,Yes,11404785,No
2003,Groundwater,Domestic,STERLING,Yes,11404785,No
2004,Groundwater,Domestic,KENT,Yes,11404785,No
2005,Groundwater,Domestic,KING,Yes,11404785,No
2005,Groundwater,Domestic,STERLING,Yes,11404785,No
2000,Surface,Livestock,BREWSTER,Yes,11404785,No
2011,Groundwater,Domestic,COTTLE,Yes,11404785,No
2017,Groundwater,Domestic,KINNEY,Yes,11404785,No
2004,Surface,Livestock,UPTON,Yes,11404785,No
2005,Surface,Livestock,GLASSCOCK,Yes,11404785,No
2006,Surface,Livestock,HOCKLEY,Yes,11404785,No
2008,Surface,Livestock,HOWARD,Yes,11404785,No
2008,Surface,Irrigation,NOLAN,Yes,11404785,No
2010,Surface,Livestock,GLASSCOCK,Yes,11404785,No
2013,Reuse,Mining,GAINES,Yes,11404785,Yes
2018,Groundwater,Domestic,WARD,Yes,11404785,No
2002,Groundwater,Livestock,MITCHELL,Yes,11404784,No
2017,Groundwater,Domestic,FISHER,Yes,11404784,No
2002,Groundwater,Domestic,STERLING,Yes,11078934,No
2004,Groundwater,Domestic,KING,Yes,11078934,No
2006,Groundwater,Domestic,STERLING,Yes,11078934,No
2007,Groundwater,Irrigation,VAL VERDE,Yes,11078934,No
2007,Groundwater,Domestic,KING,Yes,11078934,No
2009,Groundwater,Domestic,KENT,Yes,11078934,No
2010,Groundwater,Domestic,STERLING,Yes,11078934,No
2012,Groundwater,Domestic,TERRELL,Yes,11078934,No
2014,Groundwater,Domestic,UPTON,Yes,11078934,No
2016,Groundwater,Livestock,LOVING,Yes,11078934,No
2017,Groundwater,Mining,SCURRY,Yes,11078934,Yes
2000,Surface,Livestock,EDWARDS,Yes,11078934,No
2003,Surface,Livestock,UPTON,Yes,11078934,No
2005,Surface,Livestock,KINNEY,Yes,11078934,No
2008,Surface,Mining,FISHER,Yes,11078934,Yes
2009,Surface,Livestock,KENT,Yes,11078934,No
2009,Surface,Mining,LYNN,Yes,11078934,Yes
2010,Surface,Livestock,HOCKLEY,Yes,11078934,No
2010,Surface,Mining,BORDEN,Yes,11078934,Yes
2011,Surface,Livestock,COCHRAN,Yes,11078934,No
2012,Surface,Livestock,COCHRAN,Yes,11078934,No
2012,Surface,Livestock,DICKENS,Yes,11078934,No
2014,Surface,Livestock,PECOS,Yes,11078934,No
2017,Surface,Irrigation,LUBBOCK,Yes,11078934,No
2017,Surface,Livestock,FLOYD,Yes,11078934,No
2018,Groundwater,Domestic,BORDEN,Yes,11078934,No
2018,Groundwater,Domestic,NOLAN,Yes,11078934,No
2011,Groundwater,Domestic,STERLING,Yes,10753084,No
2001,Groundwater,Domestic,COTTLE,Yes,10753083,No
2002,Groundwater,Domestic,COTTLE,Yes,10753083,No
2007,Groundwater,Domestic,KENT,Yes,10753083,No
2010,Groundwater,Irrigation,EDWARDS,Yes,10753083,No
2011,Groundwater,Livestock,LOVING,Yes,10753083,No
2012,Groundwater,Domestic,COTTLE,Yes,10753083,No
2015,Groundwater,Domestic,DICKENS,Yes,10753083,No
2009,Surface,Livestock,HOWARD,Yes,10753083,No
2009,Surface,Mining,CROCKETT,Yes,10753083,Yes
2009,Surface,Mining,KENT,Yes,10753083,Yes
2010,Surface,Irrigation,EDWARDS,Yes,10753083,No
2010,Surface,Irrigation,EDWARDS,Yes,10753083,No
2012,Surface,Livestock,HOCKLEY,Yes,10753083,No
2012,Surface,Livestock,MARTIN,Yes,10753083,No
2012,Surface,Livestock,PECOS,Yes,10753083,No
2013,Surface,Livestock,HOWARD,Yes,10753083,No
2015,Surface,Livestock,HOCKLEY,Yes,10753083,No
2016,Surface,Livestock,HOCKLEY,Yes,10753083,No
2016,Surface,Livestock,HOWARD,Yes,10753083,No
2012,Reuse,Mining,GAINES,Yes,10753083,Yes
2014,Reuse,Mining,YOAKUM,Yes,10753083,Yes
2015,Reuse,Mining,REAGAN,Yes,10753083,Yes
2016,Reuse,Mining,REAGAN,Yes,10753083,Yes
2017,Reuse,Mining,DAWSON,Yes,10753083,Yes
2018,Surface Water,Livestock,EDWARDS,Yes,10753083,No
2018,Surface Water,Livestock,GAINES,Yes,10753083,No
2009,Groundwater,Domestic,STERLING,Yes,10427233,No
2012,Groundwater,Domestic,STERLING,Yes,10427233,No
2000,Groundwater,Livestock,GARZA,Yes,10427232,No
2003,Groundwater,Domestic,COTTLE,Yes,10427232,No
2004,Groundwater,Domestic,STERLING,Yes,10427232,No
2006,Groundwater,Domestic,COTTLE,Yes,10427232,No
2009,Groundwater,Mining,CULBERSON,Yes,10427232,Yes
2009,Groundwater,Domestic,COTTLE,Yes,10427232,No
2010,Groundwater,Domestic,COTTLE,Yes,10427232,No
2010,Groundwater,Domestic,KENT,Yes,10427232,No
2013,Groundwater,Domestic,KENT,Yes,10427232,No
2016,Groundwater,Domestic,MOTLEY,Yes,10427232,No
2016,Groundwater,Domestic,STONEWALL,Yes,10427232,No
2017,Groundwater,Mining,CRANE,Yes,10427232,Yes
2000,Surface,Livestock,EDWARDS,Yes,10427232,No
2001,Surface,Livestock,BREWSTER,Yes,10427232,No
2002,Surface,Irrigation,FISHER,Yes,10427232,No
2003,Surface,Livestock,TERRY,Yes,10427232,No
2003,Surface,Livestock,LYNN,Yes,10427232,No
2004,Surface,Livestock,REEVES,Yes,10427232,No
2005,Surface,Livestock,KINNEY,Yes,10427232,No
2006,Surface,Livestock,HOWARD,Yes,10427232,No
2007,Surface,Livestock,STERLING,Yes,10427232,No
2008,Surface,Livestock,KENT,Yes,10427232,No
2009,Surface,Livestock,TERRY,Yes,10427232,No
2009,Surface,Mining,GARZA,Yes,10427232,Yes
2010,Surface,Mining,COKE,Yes,10427232,Yes
2013,Surface,Livestock,PECOS,Yes,10427232,No
2014,Surface,Livestock,HOWARD,Yes,10427232,No
2014,Surface,Livestock,HOCKLEY,Yes,10427232,No
2015,Surface,Livestock,HOWARD,Yes,10427232,No
2016,Surface,Livestock,PECOS,Yes,10427232,No
2017,Surface,Livestock,GAINES,Yes,10427232,No
2011,Reuse,Mining,DAWSON,Yes,10427232,Yes
2013,Reuse,Mining,WINKLER,Yes,10427232,Yes
2016,Reuse,Mining,BORDEN,Yes,10427232,Yes
2000,Groundwater,Livestock,LOVING,Yes,10427231,No
2001,Groundwater,Livestock,LOVING,Yes,10427231,No
2012,Groundwater,Livestock,LOVING,Yes,10427231,No
2014,Groundwater,Livestock,LOVING,Yes,10427231,No
2015,Groundwater,Livestock,LOVING,Yes,10427231,No
2005,Groundwater,Domestic,COTTLE,Yes,10101381,No
2000,Surface,Livestock,HUDSPETH,Yes,10101381,No
2000,Surface,Livestock,YOAKUM,Yes,10101381,No
2008,Groundwater,Domestic,COTTLE,Yes,10101381,No
2008,Groundwater,Domestic,STERLING,Yes,10101381,No
2014,Groundwater,Domestic,MOTLEY,Yes,10101381,No
2016,Groundwater,Irrigation,VAL VERDE,Yes,10101381,No
2016,Groundwater,Mining,KING,Yes,10101381,Yes
2001,Surface,Livestock,YOAKUM,Yes,10101381,No
2001,Surface,Livestock,TERRY,Yes,10101381,No
2002,Surface,Livestock,TERRY,Yes,10101381,No
2004,Surface,Livestock,HOCKLEY,Yes,10101381,No
2005,Surface,Livestock,KENT,Yes,10101381,No
2006,Surface,Livestock,KINNEY,Yes,10101381,No
2006,Surface,Livestock,LUBBOCK,Yes,10101381,No
2006,Surface,Livestock,COCHRAN,Yes,10101381,No
2008,Surface,Livestock,MARTIN,Yes,10101381,No
2012,Surface,Irrigation,EDWARDS,Yes,10101381,No
2012,Surface,Livestock,HOWARD,Yes,10101381,No
2012,Surface,Livestock,KING,Yes,10101381,No
2013,Surface,Livestock,HOCKLEY,Yes,10101381,No
2013,Surface,Irrigation,EDWARDS,Yes,10101381,No
2015,Surface,Livestock,PECOS,Yes,10101381,No
2018,Surface Water,Livestock,KENT,Yes,10101381,No
2001,Groundwater,Livestock,GARZA,Yes,9775530,No
2003,Groundwater,Livestock,MITCHELL,Yes,9775530,No
2004,Groundwater,Livestock,MITCHELL,Yes,9775530,No
2000,Surface,Livestock,REAL,Yes,9775530,No
2009,Groundwater,Domestic,TERRELL,Yes,9775530,No
2010,Groundwater,Mining,EDWARDS,Yes,9775530,Yes
2013,Groundwater,Livestock,GARZA,Yes,9775530,No
2014,Groundwater,Domestic,HUDSPETH,Yes,9775530,No
2005,Surface,Livestock,HOWARD,Yes,9775530,No
2006,Surface,Livestock,STERLING,Yes,9775530,No
2006,Surface,Livestock,CROCKETT,Yes,9775530,No
2007,Surface,Livestock,CROCKETT,Yes,9775530,No
2009,Surface,Mining,BORDEN,Yes,9775530,Yes
2011,Surface,Irrigation,EDWARDS,Yes,9775530,No
2013,Surface,Livestock,KING,Yes,9775530,No
2016,Surface,Livestock,KING,Yes,9775530,No
2013,Reuse,Mining,YOAKUM,Yes,9775530,Yes
2017,Reuse,Irrigation,JONES,Yes,9775530,No
2018,Groundwater,Irrigation,VAL VERDE,Yes,9775530,No
2010,Groundwater,Livestock,LOVING,Yes,9775529,No
2002,Groundwater,Livestock,LOVING,Yes,9449680,No
2004,Groundwater,Livestock,LOVING,Yes,9449680,No
2013,Groundwater,Livestock,LOVING,Yes,9449680,No
2015,Groundwater,Domestic,STONEWALL,Yes,9449680,No
2003,Groundwater,Livestock,KENT,Yes,9449679,No
2003,Groundwater,Livestock,LOVING,Yes,9449679,No
2004,Groundwater,Domestic,COTTLE,Yes,9449679,No
2004,Groundwater,Livestock,KENT,Yes,9449679,No
2000,Surface,Livestock,LYNN,Yes,9449679,No
2008,Groundwater,Mining,DICKENS,Yes,9449679,Yes
2016,Groundwater,Mining,CRANE,Yes,9449679,Yes
2017,Groundwater,Domestic,HALE,Yes,9449679,No
2017,Groundwater,Domestic,MOTLEY,Yes,9449679,No
2004,Surface,Livestock,UPTON,Yes,9449679,No
2006,Surface,Livestock,KINNEY,Yes,9449679,No
2007,Surface,Livestock,COCHRAN,Yes,9449679,No
2007,Surface,Livestock,KINNEY,Yes,9449679,No
2009,Surface,Livestock,GLASSCOCK,Yes,9449679,No
2009,Surface,Livestock,LYNN,Yes,9449679,No
2009,Surface,Livestock,MARTIN,Yes,9449679,No
2009,Surface,Livestock,STERLING,Yes,9449679,No
2009,Surface,Mining,COCHRAN,Yes,9449679,Yes
2009,Surface,Mining,HOCKLEY,Yes,9449679,Yes
2009,Surface,Mining,STERLING,Yes,9449679,Yes
2010,Surface,Livestock,CROCKETT,Yes,9449679,No
2010,Surface,Livestock,KENT,Yes,9449679,No
2011,Surface,Livestock,CROCKETT,Yes,9449679,No
2011,Surface,Livestock,KENT,Yes,9449679,No
2013,Surface,Livestock,MARTIN,Yes,9449679,No
2014,Surface,Livestock,KING,Yes,9449679,No
2015,Surface,Livestock,KING,Yes,9449679,No
2016,Surface,Livestock,COCHRAN,Yes,9449679,No
2017,Surface,Livestock,KENT,Yes,9449679,No
2018,Surface Water,Livestock,PECOS,Yes,9449679,No
2018,Groundwater,Domestic,MOTLEY,Yes,9449679,No
2018,Reuse,Irrigation,SCURRY,Yes,9449679,No
2001,Groundwater,Livestock,SCURRY,Yes,9123828,No
2006,Groundwater,Irrigation,KING,Yes,9123828,No
2000,Surface,Livestock,SCHLEICHER,Yes,9123828,No
2008,Groundwater,Mining,COKE,Yes,9123828,Yes
2008,Groundwater,Mining,TERRELL,Yes,9123828,Yes
2015,Groundwater,Domestic,STERLING,Yes,9123828,No
2017,Groundwater,Domestic,SUTTON,Yes,9123828,No
2001,Surface,Livestock,HUDSPETH,Yes,9123828,No
2003,Surface,Livestock,ECTOR,Yes,9123828,No
2003,Surface,Livestock,ECTOR,Yes,9123828,No
2003,Surface,Livestock,GLASSCOCK,Yes,9123828,No
2003,Surface,Livestock,UPTON,Yes,9123828,No
2003,Surface,Livestock,REAGAN,Yes,9123828,No
2004,Surface,Livestock,REAGAN,Yes,9123828,No
2004,Surface,Livestock,TERRY,Yes,9123828,No
2004,Surface,Livestock,GLASSCOCK,Yes,9123828,No
2004,Surface,Livestock,ECTOR,Yes,9123828,No
2004,Surface,Livestock,ECTOR,Yes,9123828,No
2005,Surface,Livestock,CROCKETT,Yes,9123828,No
2005,Surface,Livestock,STERLING,Yes,9123828,No
2006,Surface,Irrigation,COKE,Yes,9123828,No
2010,Surface,Livestock,COCHRAN,Yes,9123828,No
2010,Surface,Mining,LAMB,Yes,9123828,Yes
2010,Surface,Mining,STONEWALL,Yes,9123828,Yes
2013,Surface,Livestock,COCHRAN,Yes,9123828,No
2014,Surface,Livestock,COCHRAN,Yes,9123828,No
2015,Surface,Livestock,COCHRAN,Yes,9123828,No
2017,Surface,Irrigation,NOLAN,Yes,9123828,No
2017,Surface,Livestock,PECOS,Yes,9123828,No
2011,Reuse,Mining,CROCKETT,Yes,9123828,Yes
2018,Surface Water,Livestock,HOWARD,Yes,9123828,No
2018,Groundwater,Domestic,HALE,Yes,9123828,No
2002,Groundwater,Livestock,GARZA,Yes,9123827,No
2017,Groundwater,Domestic,STONEWALL,Yes,8797978,No
2006,Groundwater,Domestic,CROCKETT,Yes,8797977,No
2007,Groundwater,Irrigation,KING,Yes,8797977,No
2007,Groundwater,Domestic,COTTLE,Yes,8797977,No
2007,Groundwater,Domestic,STERLING,Yes,8797977,No
2008,Groundwater,Domestic,CROCKETT,Yes,8797977,No
2009,Groundwater,Mining,EDWARDS,Yes,8797977,Yes
2015,Groundwater,Domestic,COCHRAN,Yes,8797977,No
2017,Groundwater,Irrigation,CROCKETT,Yes,8797977,No
2017,Groundwater,Domestic,STERLING,Yes,8797977,No
2001,Surface,Livestock,JEFF DAVIS,Yes,8797977,No
2001,Surface,Irrigation,FISHER,Yes,8797977,No
2008,Surface,Livestock,STERLING,Yes,8797977,No
2008,Surface,Livestock,VAL VERDE,Yes,8797977,No
2008,Surface,Livestock,GLASSCOCK,Yes,8797977,No
2009,Surface,Livestock,ECTOR,Yes,8797977,No
2009,Surface,Livestock,REAL,Yes,8797977,No
2009,Surface,Mining,FISHER,Yes,8797977,Yes
2012,Surface,Livestock,GLASSCOCK,Yes,8797977,No
2014,Surface,Livestock,KINNEY,Yes,8797977,No
2017,Surface,Livestock,HOWARD,Yes,8797977,No
2013,Reuse,Mining,SCHLEICHER,Yes,8797977,Yes
2018,Groundwater,Domestic,MENARD,Yes,8797977,No
2018,Reuse,Mining,STERLING,Yes,8797977,Yes
2009,Surface Water,Mining,MENARD,Yes,8797977,Yes
2012,Groundwater,Domestic,WARD,Yes,8472127,No
2000,Groundwater,Domestic,CROCKETT,Yes,8472126,No
2001,Groundwater,Domestic,CROCKETT,Yes,8472126,No
2002,Groundwater,Domestic,CROCKETT,Yes,8472126,No
2004,Groundwater,Livestock,COKE,Yes,8472126,No
2005,Groundwater,Domestic,CROCKETT,Yes,8472126,No
2006,Groundwater,Domestic,CONCHO,Yes,8472126,No
2000,Surface,Livestock,UPTON,Yes,8472126,No
