Year,Source Type,UseType,County,Estimated,Volume,RelatedtoCOG
2016,Groundwater,Irrigation,REAGAN,Yes,6596527644,No
2013,Groundwater,Irrigation,REAGAN,Yes,6579257542,No
2015,Groundwater,Irrigation,REAGAN,Yes,6562313288,No
2008,Groundwater,Irrigation,MIDLAND,Yes,6557751375,No
2012,Groundwater,Irrigation,REAGAN,Yes,6462277033,No
2002,Groundwater,Irrigation,GARZA,Yes,6441422568,No
2001,Surface,Irrigation,REEVES,Yes,6417635445,No
2008,Groundwater,Irrigation,REAGAN,Yes,6338779503,No
2017,Groundwater,Mining,MIDLAND,Yes,6321835251,Yes
2010,Groundwater,Irrigation,REAGAN,Yes,6316621635,No
2004,Groundwater,Irrigation,CULBERSON,Yes,6276216111,No
2006,Groundwater,Irrigation,REEVES,Yes,6166730174,No
2005,Groundwater,Irrigation,MIDLAND,Yes,6145875711,No
2005,Groundwater,Irrigation,REEVES,Yes,6138055287,No
2006,Groundwater,Irrigation,REAGAN,Yes,6106773592,No
2000,Groundwater,Irrigation,ANDREWS,Yes,6022378182,No
2013,Groundwater,Irrigation,ANDREWS,Yes,5995006698,No
2004,Groundwater,Irrigation,MIDLAND,Yes,5740191216,No
2010,Surface,Irrigation,REEVES,Yes,5694246225,No
2007,Groundwater,Irrigation,REAGAN,Yes,5536860193,No
2007,Groundwater,Irrigation,CULBERSON,Yes,5474948503,No
2009,Groundwater,Irrigation,REAGAN,Yes,5443015103,No
2001,Groundwater,Irrigation,CULBERSON,Yes,5391530647,No
2016,Groundwater,Irrigation,ANDREWS,Yes,5388272136,No
2018,Groundwater,Mining,MARTIN,Yes,5356012887,Yes
2002,Groundwater,Irrigation,MARTIN,Yes,5355687036,No
2001,Groundwater,Irrigation,MARTIN,Yes,5337765231,No
2005,Groundwater,Irrigation,MARTIN,Yes,5263145352,No
2006,Surface,Irrigation,TOM GREEN,Yes,5231211954,No
2000,Groundwater,Irrigation,REAGAN,Yes,5174188030,No
2012,Groundwater,Irrigation,MITCHELL,Yes,5130523995,No
2006,Groundwater,Irrigation,MARTIN,Yes,5091747726,No
2007,Groundwater,Irrigation,MIDLAND,Yes,5065353795,No
2003,Groundwater,Irrigation,MIDLAND,Yes,5022993165,No
2014,Groundwater,Irrigation,MITCHELL,Yes,4932406587,No
2009,Groundwater,Irrigation,GARZA,Yes,4896888829,No
2010,Groundwater,Irrigation,MIDLAND,Yes,4877663619,No
2002,Groundwater,Irrigation,REAGAN,Yes,4848988731,No
2004,Groundwater,Irrigation,MARTIN,Yes,4774368852,No
2001,Surface,Irrigation,TOM GREEN,Yes,4771110342,No
2015,Groundwater,Irrigation,ANDREWS,Yes,4761660663,No
2000,Groundwater,Irrigation,MARTIN,Yes,4749278325,No
2007,Groundwater,Irrigation,GARZA,Yes,4725491203,No
2001,Groundwater,Irrigation,GARZA,Yes,4725491202,No
2014,Groundwater,Irrigation,ANDREWS,Yes,4705614291,No
2017,Groundwater,Irrigation,ANDREWS,Yes,4641421644,No
2000,Groundwater,Irrigation,KINNEY,Yes,4598409312,No
2002,Surface,Irrigation,TOM GREEN,Yes,4577228997,No
2017,Groundwater,Irrigation,NOLAN,Yes,4576903146,No
2011,Groundwater,Irrigation,UPTON,Yes,4565172510,No
2018,Groundwater,Irrigation,ANDREWS,Yes,4556700384,No
2012,Surface,Irrigation,REEVES,Yes,4495766247,No
2018,Groundwater,Irrigation,NOLAN,Yes,4488597525,No
2014,Surface,Irrigation,REEVES,Yes,4468068912,No
2009,Surface,Irrigation,REEVES,Yes,4393774884,No
2013,Groundwater,Irrigation,MITCHELL,Yes,4386932013,No
2003,Surface,Irrigation,TOM GREEN,Yes,4384325205,No
2018,Groundwater,Irrigation,MITCHELL,Yes,4361515635,No
2003,Groundwater,Irrigation,GARZA,Yes,4343267979,No
2004,Groundwater,Irrigation,GARZA,Yes,4319806708,No
2015,Groundwater,Irrigation,MITCHELL,Yes,4312963836,No
2004,Surface,Irrigation,HUDSPETH,Yes,4307750220,No
2003,Groundwater,Irrigation,MARTIN,Yes,4293412776,No
2004,Surface,Irrigation,TOM GREEN,Yes,4279727034,No
2005,Surface,Irrigation,TOM GREEN,Yes,4236063000,No
2012,Groundwater,Irrigation,MOTLEY,Yes,4229545979,No
2018,Groundwater,Mining,HOWARD,Yes,4196309178,Yes
2018,Reuse,Mining,LOVING,Yes,4173499608,Yes
2017,Groundwater,Irrigation,MITCHELL,Yes,4169915247,No
2007,Groundwater,Irrigation,REEVES,Yes,4079980371,No
2000,Groundwater,Irrigation,UPTON,Yes,4063687821,No
2013,Groundwater,Irrigation,NOLAN,Yes,4062710268,No
2012,Groundwater,Irrigation,NOLAN,Yes,4056519099,No
2017,Surface,Irrigation,HUDSPETH,Yes,4000798578,No
2005,Groundwater,Irrigation,REAGAN,Yes,3993955708,No
2011,Groundwater,Irrigation,NOLAN,Yes,3989393793,No
2018,Reuse,Mining,MIDLAND,Yes,3987438687,Yes
2015,Surface,Irrigation,REEVES,Yes,3975708051,No
2012,Surface,Irrigation,HUDSPETH,Yes,3959089650,No
2000,Groundwater,Irrigation,GARZA,Yes,3944426355,No
2016,Groundwater,Mining,MIDLAND,Yes,3908908596,Yes
2016,Groundwater,Irrigation,MITCHELL,Yes,3891638493,No
2018,Groundwater,Irrigation,GARZA,Yes,3884795622,No
2003,Surface,Irrigation,REEVES,Yes,3881862963,No
2017,Groundwater,Mining,MARTIN,Yes,3871109880,Yes
2016,Groundwater,Irrigation,NOLAN,Yes,3857749989,No
2016,Groundwater,Irrigation,GARZA,Yes,3845367651,No
2014,Groundwater,Irrigation,NOLAN,Yes,3841131588,No
2005,Groundwater,Irrigation,GARZA,Yes,3839828185,No
2001,Groundwater,Irrigation,REAGAN,Yes,3822558081,No
2003,Surface,Irrigation,HUDSPETH,Yes,3810827445,No
2012,Groundwater,Irrigation,GARZA,Yes,3799096809,No
2008,Groundwater,Irrigation,MOTLEY,Yes,3786714471,No
2018,Reuse,Irrigation,MIDLAND,Yes,3776287239,No
2009,Groundwater,Irrigation,MITCHELL,Yes,3771725325,No
2011,Groundwater,Irrigation,GARZA,Yes,3758691285,No
2006,Groundwater,Irrigation,GARZA,Yes,3752174266,No
2013,Groundwater,Irrigation,GARZA,Yes,3709487783,No
2011,Groundwater,Irrigation,MOTLEY,Yes,3705903423,No
2009,Groundwater,Irrigation,NOLAN,Yes,3655396518,No
2016,Surface,Irrigation,REEVES,Yes,3655070667,No
2018,Groundwater,Mining,REAGAN,Yes,3628676736,Yes
2018,Surface Water,Irrigation,HUDSPETH,Yes,3604889613,No
2006,Groundwater,Irrigation,DICKENS,Yes,3592181425,No
2000,Surface,Irrigation,WARD,Yes,3584686851,No
2017,Reuse,Irrigation,MIDLAND,Yes,3543955476,No
2005,Groundwater,Irrigation,DICKENS,Yes,3533202393,No
2000,Surface,Irrigation,REEVES,Yes,3522775161,No
2017,Groundwater,Irrigation,GARZA,Yes,3496381229,No
2015,Groundwater,Irrigation,NOLAN,Yes,3446851878,No
2009,Groundwater,Irrigation,MOTLEY,Yes,3439031454,No
2011,Groundwater,Irrigation,DICKENS,Yes,3383310933,No
2004,Groundwater,Irrigation,REAGAN,Yes,3382007530,No
2017,Reuse,Mining,LOVING,Yes,3373209552,Yes
2011,Groundwater,Irrigation,HOWARD,Yes,3346815621,No
2012,Groundwater,Irrigation,UPTON,Yes,3346163919,No
2003,Groundwater,Irrigation,MOTLEY,Yes,3334759134,No
2013,Reuse,Irrigation,MIDLAND,Yes,3334107432,No
2014,Groundwater,Irrigation,MOTLEY,Yes,3321725094,No
2002,Surface,Irrigation,REEVES,Yes,3317814882,No
2011,Groundwater,Irrigation,MITCHELL,Yes,3306084246,No
2009,Groundwater,Irrigation,DICKENS,Yes,3296308715,No
2008,Groundwater,Irrigation,NOLAN,Yes,3294679461,No
2014,Reuse,Irrigation,MIDLAND,Yes,3287510739,No
2015,Reuse,Irrigation,MIDLAND,Yes,3260790957,No
2003,Groundwater,Irrigation,REAGAN,Yes,3259161702,No
2016,Reuse,Irrigation,MIDLAND,Yes,3251015427,No
2012,Groundwater,Irrigation,DICKENS,Yes,3243195003,No
2017,Groundwater,Mining,HOWARD,Yes,3241891599,Yes
2004,Groundwater,Irrigation,MOTLEY,Yes,3239936493,No
2000,Surface,Irrigation,TOM GREEN,Yes,3223643943,No
2007,Groundwater,Irrigation,MITCHELL,Yes,3216149370,No
2003,Groundwater,Irrigation,KINNEY,Yes,3215497668,No
2014,Groundwater,Irrigation,GARZA,Yes,3203767033,No
2008,Groundwater,Irrigation,CONCHO,Yes,3149024064,No
2018,Groundwater,Irrigation,MOTLEY,Yes,3148698213,No
2003,Groundwater,Irrigation,DICKENS,Yes,3132731514,No
2010,Groundwater,Irrigation,UPTON,Yes,3131102259,No
2014,Groundwater,Irrigation,DICKENS,Yes,3127843749,No
2002,Groundwater,Irrigation,DICKENS,Yes,3120023325,No
2017,Groundwater,Irrigation,MIDLAND,Yes,3077988546,No
2010,Groundwater,Irrigation,MITCHELL,Yes,3077010993,No
2014,Groundwater,Irrigation,UPTON,Yes,3048010254,No
2016,Groundwater,Irrigation,MIDLAND,Yes,3045077595,No
2016,Groundwater,Irrigation,MOTLEY,Yes,3042470787,No
2006,Groundwater,Irrigation,MOTLEY,Yes,3038886426,No
2002,Groundwater,Irrigation,MOTLEY,Yes,2989682925,No
2015,Reuse,Irrigation,LUBBOCK,Yes,2987401968,No
2000,Groundwater,Irrigation,MOTLEY,Yes,2984469309,No
2012,Groundwater,Irrigation,SCURRY,Yes,2977952289,No
2017,Reuse,Mining,MIDLAND,Yes,2975019630,Yes
2008,Groundwater,Irrigation,UPTON,Yes,2973390375,No
2018,Groundwater,Mining,UPTON,Yes,2963288994,Yes
2000,Groundwater,Irrigation,DICKENS,Yes,2961985590,No
2012,Reuse,Irrigation,LUBBOCK,Yes,2959704633,No
2017,Groundwater,Mining,REAGAN,Yes,2945693040,Yes
2015,Groundwater,Irrigation,GARZA,Yes,2927445384,No
2004,Groundwater,Irrigation,DICKENS,Yes,2923861023,No
2011,Groundwater,Domestic,LUBBOCK,Yes,2920276662,No
2014,Reuse,Irrigation,LUBBOCK,Yes,2912456238,No
2008,Groundwater,Irrigation,GARZA,Yes,2894534433,No
2001,Surface,Irrigation,WARD,Yes,2884107201,No
2017,Groundwater,Irrigation,MOTLEY,Yes,2867162949,No
2013,Groundwater,Irrigation,UPTON,Yes,2858039121,No
2013,Reuse,Irrigation,LUBBOCK,Yes,2856409866,No
2015,Groundwater,Irrigation,MOTLEY,Yes,2852173803,No
2001,Groundwater,Irrigation,DICKENS,Yes,2849241143,No
2001,Groundwater,Irrigation,UPTON,Yes,2835555402,No
2010,Groundwater,Irrigation,DICKENS,Yes,2822521361,No
2007,Groundwater,Irrigation,MOTLEY,Yes,2818937002,No
2016,Reuse,Irrigation,LUBBOCK,Yes,2781789987,No
2005,Groundwater,Irrigation,MOTLEY,Yes,2776902222,No
2012,Groundwater,Domestic,LUBBOCK,Yes,2773969563,No
2017,Groundwater,Mining,UPTON,Yes,2719878297,Yes
2018,Groundwater,Irrigation,MIDLAND,Yes,2706518406,No
2002,Groundwater,Irrigation,UPTON,Yes,2637437994,No
2008,Groundwater,Irrigation,MITCHELL,Yes,2636786292,No
2007,Groundwater,Irrigation,DICKENS,Yes,2625055656,No
2010,Groundwater,Irrigation,NOLAN,Yes,2624729805,No
2018,Groundwater,Mining,GLASSCOCK,Yes,2613325020,Yes
2016,Groundwater,Irrigation,DICKENS,Yes,2610392361,No
2003,Surface,Irrigation,LUBBOCK,Yes,2606808000,No
2012,Reuse,Irrigation,TOM GREEN,Yes,2606808000,No
2018,Groundwater,Mining,REEVES,Yes,2606808000,Yes
2009,Groundwater,Irrigation,UPTON,Yes,2598010023,No
2015,Groundwater,Irrigation,DICKENS,Yes,2577481410,No
2003,Groundwater,Irrigation,UPTON,Yes,2576178006,No
2015,Surface,Irrigation,HUDSPETH,Yes,2566076625,No
2011,Groundwater,Irrigation,TOM GREEN,Yes,2563469817,No
2008,Groundwater,Irrigation,DICKENS,Yes,2561188859,No
2018,Reuse,Mining,MARTIN,Yes,2520457485,Yes
2006,Groundwater,Irrigation,CONCHO,Yes,2486894832,No
2000,Surface,Irrigation,LUBBOCK,Yes,2478422706,No
2010,Groundwater,Domestic,LUBBOCK,Yes,2448770265,No
2009,Groundwater,Irrigation,SCURRY,Yes,2424005589,No
2000,Surface,Irrigation,LYNN,Yes,2417162718,No
2010,Groundwater,Irrigation,GARZA,Yes,2396308254,No
2006,Groundwater,Irrigation,MITCHELL,Yes,2380667406,No
2006,Groundwater,Irrigation,UPTON,Yes,2379038151,No
2016,Surface,Irrigation,HUDSPETH,Yes,2378712300,No
2018,Groundwater,Irrigation,DICKENS,Yes,2374476237,No
2017,Groundwater,Irrigation,SCURRY,Yes,2345149647,No
2014,Groundwater,Irrigation,SCURRY,Yes,2337980925,No
2017,Groundwater,Irrigation,DICKENS,Yes,2337980925,No
2006,Surface,Irrigation,PECOS,Yes,2329834650,No
2015,Groundwater,Mining,MIDLAND,Yes,2327879544,Yes
2004,Groundwater,Irrigation,UPTON,Yes,2311261143,No
2013,Surface,Irrigation,HUDSPETH,Yes,2309631888,No
2011,Groundwater,Irrigation,SCURRY,Yes,2260102536,No
2001,Surface,Irrigation,LYNN,Yes,2252607963,No
2002,Surface,Irrigation,LUBBOCK,Yes,2249675304,No
2013,Groundwater,Irrigation,SCURRY,Yes,2247394347,No
2017,Surface,Irrigation,REEVES,Yes,2241203178,No
2017,Groundwater,Irrigation,UPTON,Yes,2223607224,No
2001,Surface,Irrigation,LUBBOCK,Yes,2220022863,No
2009,Groundwater,Irrigation,HOWARD,Yes,2215786801,No
2004,Surface,Irrigation,BREWSTER,Yes,2198516697,No
2011,Groundwater,Irrigation,KINNEY,Yes,2194280634,No
2010,Groundwater,Irrigation,HOWARD,Yes,2190044571,No
2017,Surface,Irrigation,WARD,Yes,2183201700,No
2016,Groundwater,Irrigation,UPTON,Yes,2178313935,No
2012,Groundwater,Irrigation,HOWARD,Yes,2177988083,No
2005,Groundwater,Irrigation,UPTON,Yes,2174729574,No
2018,Groundwater,Mining,WARD,Yes,2171471064,Yes
2012,Reuse,Irrigation,MIDLAND,Yes,2152571706,No
2013,Groundwater,Domestic,LUBBOCK,Yes,2150942451,No
2013,Groundwater,Irrigation,DICKENS,Yes,2147683941,No
2018,Groundwater,Irrigation,CONCHO,Yes,2133020646,No
2017,Groundwater,Mining,GLASSCOCK,Yes,2129762136,Yes
2010,Surface,Irrigation,TOM GREEN,Yes,2126503626,No
2013,Groundwater,Irrigation,MOTLEY,Yes,2123245117,No
2006,Surface,Irrigation,LUBBOCK,Yes,2118031500,No
2015,Groundwater,Irrigation,UPTON,Yes,2113469586,No
2010,Groundwater,Irrigation,CONCHO,Yes,2101413099,No
2016,Reuse,Mining,REEVES,Yes,2031029283,Yes
2007,Groundwater,Irrigation,UPTON,Yes,2021905455,No
2003,Surface,Irrigation,LYNN,Yes,2021579604,No
2007,Groundwater,Irrigation,HOWARD,Yes,2020276201,No
2017,Reuse,Irrigation,LUBBOCK,Yes,2009197266,No
2018,Reuse,Irrigation,LUBBOCK,Yes,2009197266,No
2010,Groundwater,Irrigation,MOTLEY,Yes,1976938017,No
2018,Reuse,Mining,HOWARD,Yes,1974657060,Yes
2014,Groundwater,Mining,REAGAN,Yes,1969443444,Yes
2002,Surface,Irrigation,LYNN,Yes,1959342063,No
2005,Surface,Irrigation,LUBBOCK,Yes,1955106000,No
2007,Surface,Irrigation,LUBBOCK,Yes,1955106000,No
2000,Surface,Irrigation,MIDLAND,Yes,1950869937,No
2001,Groundwater,Irrigation,KINNEY,Yes,1943701215,No
2005,Groundwater,Irrigation,MITCHELL,Yes,1932622281,No
2018,Groundwater,Irrigation,UPTON,Yes,1916329731,No
2002,Groundwater,Irrigation,KINNEY,Yes,1909486860,No
2010,Groundwater,Irrigation,SCURRY,Yes,1908509307,No
2004,Groundwater,Irrigation,MITCHELL,Yes,1898407926,No
2014,Reuse,Irrigation,TOM GREEN,Yes,1895801118,No
2007,Groundwater,Irrigation,NOLAN,Yes,1884396333,No
2018,Reuse,Mining,PECOS,Yes,1884396333,Yes
2014,Groundwater,Irrigation,HOWARD,Yes,1873317400,No
2011,Surface,Irrigation,WARD,Yes,1857350700,No
2004,Surface,Irrigation,LUBBOCK,Yes,1841058150,No
2017,Groundwater,Mining,REEVES,Yes,1840406448,Yes
2016,Reuse,Mining,MIDLAND,Yes,1839428895,Yes
2016,Groundwater,Irrigation,SCURRY,Yes,1836170385,No
2018,Groundwater,Irrigation,SCURRY,Yes,1832911875,No
2006,Groundwater,Irrigation,SCURRY,Yes,1832260173,No
2017,Reuse,Mining,MARTIN,Yes,1821832941,Yes
2012,Reuse,Irrigation,LYNN,Yes,1817922729,No
2000,Groundwater,Irrigation,MITCHELL,Yes,1808147199,No
2001,Surface,Irrigation,MIDLAND,Yes,1805866242,No
2011,Surface,Irrigation,REEVES,Yes,1792180500,No
2015,Reuse,Mining,REEVES,Yes,1787292735,Yes
2013,Reuse,Irrigation,TOM GREEN,Yes,1785663480,No
2011,Groundwater,Irrigation,FISHER,Yes,1779798162,No
2006,Surface,Irrigation,LYNN,Yes,1774584546,No
2018,Reuse,Mining,CULBERSON,Yes,1769370930,Yes
2018,Groundwater,Livestock,LAMB,Yes,1754381784,No
2005,Groundwater,Irrigation,NOLAN,Yes,1745257956,No
2009,Groundwater,Irrigation,FISHER,Yes,1742651149,No
2014,Groundwater,Domestic,LUBBOCK,Yes,1740044340,No
2012,Groundwater,Irrigation,COTTLE,Yes,1739066787,No
2007,Surface,Irrigation,TOM GREEN,Yes,1737763383,No
2016,Groundwater,Livestock,LAMB,Yes,1736459979,No
2016,Reuse,Irrigation,TOM GREEN,Yes,1730268810,No
2015,Groundwater,Irrigation,SCURRY,Yes,1724729343,No
2012,Groundwater,Irrigation,FISHER,Yes,1723751790,No
2018,Reuse,Irrigation,TOM GREEN,Yes,1722122535,No
2017,Groundwater,Livestock,LAMB,Yes,1719189876,No
2008,Groundwater,Irrigation,FISHER,Yes,1718538174,No
2015,Reuse,Irrigation,TOM GREEN,Yes,1713976260,No
2017,Reuse,Irrigation,TOM GREEN,Yes,1707133389,No
2002,Surface,Irrigation,MIDLAND,Yes,1706481687,No
2015,Groundwater,Livestock,LAMB,Yes,1702571475,No
2006,Groundwater,Irrigation,NOLAN,Yes,1697032008,No
2005,Surface,Irrigation,PECOS,Yes,1694099349,No
2003,Groundwater,Irrigation,MITCHELL,Yes,1690514988,No
2014,Groundwater,Livestock,LAMB,Yes,1687256478,No
2018,Reuse,Mining,REAGAN,Yes,1684649670,Yes
2011,Groundwater,Domestic,ECTOR,Yes,1683672117,No
2016,Groundwater,Domestic,LUBBOCK,Yes,1681391160,No
2002,Groundwater,Irrigation,COTTLE,Yes,1673570736,No
2013,Groundwater,Irrigation,COTTLE,Yes,1669986375,No
2007,Groundwater,Irrigation,CONCHO,Yes,1667053716,No
2016,Groundwater,Mining,UPTON,Yes,1646199252,Yes
2009,Groundwater,Domestic,LUBBOCK,Yes,1637075424,No
2007,Surface,Irrigation,LYNN,Yes,1629255000,No
2013,Groundwater,Irrigation,HOWARD,Yes,1626648192,No
2006,Groundwater,Irrigation,FISHER,Yes,1625996490,No
2017,Groundwater,Irrigation,CONCHO,Yes,1621108725,No
2013,Groundwater,Irrigation,CONCHO,Yes,1606771281,No
2006,Groundwater,Irrigation,WINKLER,Yes,1600580112,No
2013,Groundwater,Domestic,ECTOR,Yes,1594714795,No
2000,Groundwater,Irrigation,NOLAN,Yes,1594714794,No
2013,Groundwater,Irrigation,MIDLAND,Yes,1584613413,No
2015,Groundwater,Mining,REAGAN,Yes,1584287562,Yes
2008,Groundwater,Irrigation,HOWARD,Yes,1580703202,No
2000,Groundwater,Irrigation,HOWARD,Yes,1575163734,No
2006,Groundwater,Irrigation,KINNEY,Yes,1556264376,No
2015,Groundwater,Domestic,LUBBOCK,Yes,1552028313,No
2016,Reuse,Mining,LOVING,Yes,1550399058,Yes
2013,Surface Water,Irrigation,MENARD,Yes,1539645975,No
2018,Groundwater,Irrigation,FISHER,Yes,1538668422,No
2012,Groundwater,Domestic,ECTOR,Yes,1534432359,No
2012,Groundwater,Irrigation,CONCHO,Yes,1534106508,No
2017,Reuse,Mining,HOWARD,Yes,1525634382,Yes
2005,Surface,Irrigation,LYNN,Yes,1518139809,No
2006,Groundwater,Livestock,LAMB,Yes,1517488107,No
2017,Reuse,Irrigation,LYNN,Yes,1515207150,No
2018,Reuse,Irrigation,LYNN,Yes,1515207150,No
2013,Groundwater,Livestock,LAMB,Yes,1489464921,No
2017,Groundwater,Domestic,LUBBOCK,Yes,1486532262,No
2014,Groundwater,Irrigation,FISHER,Yes,1483273753,No
2004,Groundwater,Irrigation,COTTLE,Yes,1481970348,No
2012,Groundwater,Domestic,MIDLAND,Yes,1479363540,No
2007,Groundwater,Irrigation,SCURRY,Yes,1478385987,No
2004,Groundwater,Irrigation,KINNEY,Yes,1470565563,No
2016,Groundwater,Mining,MARTIN,Yes,1467958755,Yes
2015,Groundwater,Mining,MARTIN,Yes,1466655351,Yes
2014,Groundwater,Irrigation,COTTLE,Yes,1454924715,No
2011,Groundwater,Domestic,MIDLAND,Yes,1451014503,No
2014,Groundwater,Irrigation,CONCHO,Yes,1449059397,No
2016,Groundwater,Irrigation,CONCHO,Yes,1434721953,No
2014,Reuse,Irrigation,LYNN,Yes,1433744400,No
2010,Groundwater,Irrigation,FISHER,Yes,1431463444,No
2004,Surface,Irrigation,LYNN,Yes,1430485890,No
2001,Groundwater,Irrigation,COTTLE,Yes,1423643019,No
2018,Groundwater,Domestic,LUBBOCK,Yes,1415822595,No
2010,Groundwater,Domestic,ECTOR,Yes,1407350469,No
2016,Groundwater,Irrigation,COTTLE,Yes,1407350469,No
2014,Groundwater,Domestic,ECTOR,Yes,1403114407,No
2009,Groundwater,Livestock,LAMB,Yes,1389754515,No
2014,Reuse,Mining,REEVES,Yes,1388125260,Yes
2011,Surface Water,Irrigation,MENARD,Yes,1384215048,No
2012,Groundwater,Irrigation,WINKLER,Yes,1381282389,No
2000,Groundwater,Irrigation,COTTLE,Yes,1368900051,No
2018,Groundwater,Irrigation,COTTLE,Yes,1365641541,No
2015,Reuse,Irrigation,LYNN,Yes,1363686435,No
2018,Surface Water,Irrigation,REEVES,Yes,1351629948,No
2010,Surface,Irrigation,WARD,Yes,1349674842,No
2004,Groundwater,Irrigation,NOLAN,Yes,1348371438,No
2011,Groundwater,Irrigation,WINKLER,Yes,1347393885,No
2015,Groundwater,Irrigation,CONCHO,Yes,1346742183,No
2005,Groundwater,Irrigation,COTTLE,Yes,1346416332,No
2015,Groundwater,Mining,UPTON,Yes,1339247610,Yes
2014,Groundwater,Mining,UPTON,Yes,1335989100,Yes
2014,Surface Water,Irrigation,MENARD,Yes,1334033994,No
2007,Groundwater,Irrigation,FISHER,Yes,1321977507,No
2013,Groundwater,Irrigation,BORDEN,Yes,1321651656,No
2017,Reuse,Mining,REAGAN,Yes,1315786338,Yes
2017,Reuse,Mining,PECOS,Yes,1307965914,Yes
2009,Groundwater,Irrigation,BORDEN,Yes,1304707404,No
2009,Surface,Irrigation,TOM GREEN,Yes,1303404000,No
2006,Groundwater,Irrigation,COTTLE,Yes,1303078149,No
2005,Groundwater,Irrigation,KINNEY,Yes,1296886980,No
2012,Groundwater,Livestock,LAMB,Yes,1296886980,No
2013,Reuse,Irrigation,LYNN,Yes,1293628470,No
2006,Surface,Irrigation,VAL VERDE,Yes,1280920281,No
2008,Groundwater,Livestock,LAMB,Yes,1279942728,No
2009,Groundwater,Irrigation,JONES,Yes,1279942728,No
2015,Groundwater,Irrigation,COTTLE,Yes,1278313473,No
2016,Surface,Irrigation,PECOS,Yes,1274077410,No
2011,Groundwater,Livestock,LAMB,Yes,1271470602,No
2018,Surface Water,Irrigation,WARD,Yes,1270818900,No
2018,Groundwater,Irrigation,KINNEY,Yes,1265279433,No
2018,Reuse,Mining,UPTON,Yes,1262672625,Yes
2008,Groundwater,Irrigation,SCURRY,Yes,1260391668,No
2001,Groundwater,Irrigation,MOTLEY,Yes,1250290287,No
2016,Groundwater,Livestock,HALE,Yes,1243773267,No
2017,Groundwater,Irrigation,KINNEY,Yes,1234649439,No
2011,Groundwater,Irrigation,BORDEN,Yes,1231390929,No
2018,Reuse,Mining,GLASSCOCK,Yes,1229761674,Yes
2017,Groundwater,Irrigation,COTTLE,Yes,1229435823,No
2005,Groundwater,Irrigation,WINKLER,Yes,1228458270,No
2017,Reuse,Mining,CULBERSON,Yes,1228132419,Yes
2009,Surface,Irrigation,WARD,Yes,1225851462,No
2017,Groundwater,Mining,WARD,Yes,1224222207,Yes
2017,Groundwater,Irrigation,HOWARD,Yes,1221941249,No
2015,Groundwater,Livestock,HALE,Yes,1221615399,No
2006,Groundwater,Livestock,HALE,Yes,1220963697,No
2018,Groundwater,Livestock,BAILEY,Yes,1219660293,No
2013,Groundwater,Irrigation,FISHER,Yes,1206952103,No
2001,Groundwater,Irrigation,ECTOR,Yes,1206300402,No
2015,Groundwater,Irrigation,HOWARD,Yes,1205974552,No
2014,Groundwater,Livestock,HALE,Yes,1204019445,No
2013,Groundwater,Irrigation,KINNEY,Yes,1203041892,No
2015,Surface Water,Irrigation,MENARD,Yes,1197176574,No
2002,Groundwater,Irrigation,MITCHELL,Yes,1195873170,No
2016,Groundwater,Irrigation,HOWARD,Yes,1193266362,No
2014,Groundwater,Irrigation,WINKLER,Yes,1190333703,No
2016,Groundwater,Mining,REAGAN,Yes,1189356150,Yes
2003,Surface,Irrigation,BREWSTER,Yes,1180884024,No
2014,Groundwater,Mining,MIDLAND,Yes,1180558173,Yes
